count,sensitive,emotion,papers,days,points,level
vhigh,vhigh,5,med,med,high,one
vhigh,vhigh,5,med,big,low,one
vhigh,vhigh,5,med,big,med,one
vhigh,vhigh,5,med,big,high,one
vhigh,vhigh,5,high,small,low,three
vhigh,vhigh,5,high,small,med,three
vhigh,vhigh,5,high,small,high,three
vhigh,vhigh,5,high,med,low,three
vhigh,vhigh,5,high,med,med,three
vhigh,vhigh,5,high,med,high,three
vhigh,vhigh,5,high,big,low,one
vhigh,vhigh,5,high,big,med,three
vhigh,vhigh,5,high,big,high,three
vhigh,high,2,low,small,low,two
vhigh,high,2,low,small,med,two
vhigh,high,2,low,small,high,one
vhigh,high,2,low,med,low,two
vhigh,high,2,low,med,med,two
vhigh,high,2,low,med,high,two
vhigh,high,2,low,big,low,two
vhigh,high,2,low,big,med,two
vhigh,high,2,low,big,high,one
vhigh,high,2,med,small,low,two
vhigh,high,2,med,small,med,two
vhigh,high,2,med,small,high,one
vhigh,high,2,med,med,low,two
vhigh,high,2,med,med,med,one
vhigh,high,2,med,med,high,one
vhigh,high,2,med,big,low,two
vhigh,high,2,med,big,med,one
vhigh,high,2,med,big,high,two
vhigh,high,2,high,small,low,three
vhigh,high,2,high,small,med,three
vhigh,high,2,high,small,high,three
vhigh,high,2,high,med,low,three
vhigh,high,2,high,med,med,three
vhigh,high,2,high,med,high,three
vhigh,high,2,high,big,low,three
vhigh,high,2,high,big,med,three
vhigh,high,2,high,big,high,three
vhigh,high,3,low,small,low,two
vhigh,high,3,low,small,med,two
vhigh,high,3,low,small,high,two
vhigh,high,3,low,med,low,two
vhigh,high,3,low,med,med,two
vhigh,high,3,low,med,high,one
vhigh,high,3,low,big,low,two
vhigh,high,3,low,big,med,one
vhigh,high,3,low,big,high,one
vhigh,high,3,med,small,low,one
vhigh,high,3,med,small,med,two
vhigh,high,3,med,small,high,two
vhigh,high,3,med,med,low,two
vhigh,high,3,med,med,med,one
vhigh,high,3,med,med,high,two
vhigh,high,3,med,big,low,two
vhigh,high,3,med,big,med,one
vhigh,high,3,med,big,high,two
vhigh,high,3,high,small,low,three
vhigh,high,3,high,small,med,two
vhigh,high,3,high,small,high,two
vhigh,high,3,high,med,low,three
vhigh,high,3,high,med,med,three
vhigh,high,3,high,med,high,three
vhigh,high,3,high,big,low,three
vhigh,high,3,high,big,med,three
vhigh,high,3,high,big,high,three
vhigh,high,4,low,small,low,two
vhigh,high,4,low,small,med,two
vhigh,high,4,low,small,high,two
vhigh,high,4,low,med,low,two
vhigh,high,4,low,med,med,two
vhigh,high,4,low,med,high,two
vhigh,high,4,low,big,low,two
vhigh,high,4,low,big,med,two
vhigh,high,4,low,big,high,two
vhigh,high,4,med,small,low,two
vhigh,high,4,med,small,med,one
vhigh,high,4,med,small,high,two
vhigh,high,4,med,med,low,two
vhigh,high,4,med,med,med,two
vhigh,high,4,med,med,high,two
vhigh,high,4,med,big,low,two
vhigh,high,4,med,big,med,two
vhigh,high,4,med,big,high,one
vhigh,high,4,high,small,low,three
vhigh,high,4,high,small,med,two
vhigh,high,4,high,small,high,two
vhigh,high,4,high,med,low,one
vhigh,high,4,high,med,med,three
vhigh,high,4,high,med,high,three
vhigh,high,4,high,big,low,three
vhigh,high,4,high,big,med,three
vhigh,high,4,high,big,high,three
vhigh,high,5,low,small,low,two
vhigh,high,5,low,small,med,two
vhigh,high,5,low,small,high,two
vhigh,high,5,low,med,low,two
vhigh,high,5,low,med,med,one
vhigh,high,5,low,med,high,two
vhigh,high,5,low,big,low,two
vhigh,high,5,low,big,med,one
vhigh,high,5,low,big,high,two
vhigh,high,5,med,small,low,two
vhigh,high,5,med,small,med,two
vhigh,high,5,med,small,high,two
vhigh,high,5,med,med,low,two
vhigh,high,5,med,med,med,one
vhigh,high,5,med,med,high,two
vhigh,high,5,med,big,low,two
vhigh,high,5,med,big,med,one
vhigh,high,5,med,big,high,one
vhigh,high,5,high,small,low,three
vhigh,high,5,high,small,med,two
vhigh,high,5,high,small,high,three
vhigh,high,5,high,med,low,three
vhigh,high,5,high,med,med,three
vhigh,high,5,high,med,high,three
vhigh,high,5,high,big,low,three
vhigh,high,5,high,big,med,three
vhigh,high,5,high,big,high,three
vhigh,med,2,low,small,low,three
vhigh,med,2,low,small,med,three
vhigh,med,2,low,small,high,one
vhigh,med,2,low,med,low,three
vhigh,med,2,low,med,med,three
vhigh,med,2,low,med,high,three
vhigh,med,2,low,big,low,three
vhigh,med,2,low,big,med,one
vhigh,med,2,low,big,high,three
vhigh,med,2,med,small,low,three
vhigh,med,2,med,small,med,three
vhigh,med,2,med,small,high,three
vhigh,med,2,med,med,low,three
vhigh,med,2,med,med,med,three
vhigh,med,2,med,med,high,three
vhigh,med,2,med,big,low,one
vhigh,med,2,med,big,med,three
vhigh,med,2,med,big,high,three
vhigh,med,2,high,small,low,three
vhigh,med,2,high,small,med,three
vhigh,med,2,high,small,high,three
vhigh,med,2,high,med,low,three
vhigh,med,2,high,med,med,three
vhigh,med,2,high,med,high,three
vhigh,med,2,high,big,low,three
vhigh,med,2,high,big,med,three
vhigh,med,2,high,big,high,three
vhigh,med,3,low,small,low,two
vhigh,med,3,low,small,med,one
vhigh,med,3,low,small,high,one
vhigh,med,3,low,med,low,two
vhigh,med,3,low,med,med,one
vhigh,med,3,low,med,high,one
vhigh,med,3,low,big,low,one
vhigh,med,3,low,big,med,one
vhigh,med,3,low,big,high,one
vhigh,med,3,med,small,low,two
vhigh,med,3,med,small,med,one
vhigh,med,3,med,small,high,two
vhigh,med,3,med,med,low,two
vhigh,med,3,med,med,med,one
vhigh,med,3,med,med,high,two
vhigh,med,3,med,big,low,two
vhigh,med,3,med,big,med,two
vhigh,med,3,med,big,high,two
vhigh,med,3,high,small,low,three
vhigh,med,3,high,small,med,three
vhigh,med,3,high,small,high,three
vhigh,med,3,high,med,low,one
vhigh,med,3,high,med,med,three
vhigh,med,3,high,med,high,three
vhigh,med,3,high,big,low,three
vhigh,med,3,high,big,med,three
vhigh,med,3,high,big,high,three
vhigh,med,4,low,small,low,two
vhigh,med,4,low,small,med,one
vhigh,med,4,low,small,high,one
vhigh,med,4,low,med,low,two
vhigh,med,4,low,med,med,one
vhigh,med,4,low,med,high,one
vhigh,med,4,low,big,low,two
vhigh,med,4,low,big,med,one
vhigh,med,4,low,big,high,one
vhigh,med,4,med,small,low,two
vhigh,med,4,med,small,med,one
vhigh,med,4,med,small,high,two
vhigh,med,4,med,med,low,one
vhigh,med,4,med,med,med,two
vhigh,med,4,med,med,high,two
vhigh,med,4,med,big,low,two
vhigh,med,4,med,big,med,two
vhigh,med,4,med,big,high,two
vhigh,med,4,high,small,low,three
vhigh,med,4,high,small,med,three
vhigh,med,4,high,small,high,three
vhigh,med,4,high,med,low,three
vhigh,med,4,high,med,med,three
vhigh,med,4,high,med,high,three
vhigh,med,4,high,big,low,three
vhigh,med,4,high,big,med,three
vhigh,med,4,high,big,high,three
vhigh,med,5,low,small,low,two
vhigh,med,5,low,small,med,one
vhigh,med,5,low,small,high,one
vhigh,med,5,low,med,low,two
vhigh,med,5,low,med,med,one
vhigh,med,5,low,med,high,one
vhigh,med,5,low,big,low,two
vhigh,med,5,low,big,med,one
vhigh,med,5,low,big,high,one
vhigh,med,5,med,small,low,two
vhigh,med,5,med,small,med,one
vhigh,med,5,med,small,high,two
vhigh,med,5,med,med,low,two
vhigh,med,5,med,med,med,two
vhigh,med,5,med,med,high,two
vhigh,med,5,med,big,low,two
vhigh,med,5,med,big,med,two
vhigh,med,5,med,big,high,two
vhigh,med,5,high,small,low,one
vhigh,med,5,high,small,med,three
vhigh,med,5,high,small,high,two
vhigh,med,5,high,med,low,one
vhigh,med,5,high,med,med,three
vhigh,med,5,high,med,high,three
vhigh,med,5,high,big,low,three
vhigh,med,5,high,big,med,two
vhigh,med,5,high,big,high,three
vhigh,low,2,low,small,low,four
vhigh,low,2,low,small,med,four
vhigh,low,2,low,small,high,three
vhigh,low,2,low,med,low,four
vhigh,low,2,low,med,med,four
vhigh,low,2,low,med,high,four
vhigh,low,2,low,big,low,four
vhigh,low,2,low,big,med,three
vhigh,low,2,low,big,high,three
vhigh,low,2,med,small,low,three
vhigh,low,2,med,small,med,four
vhigh,low,2,med,small,high,four
vhigh,low,2,med,med,low,four
vhigh,low,2,med,med,med,four
vhigh,low,2,med,med,high,four
vhigh,low,2,med,big,low,four
vhigh,low,2,med,big,med,four
vhigh,low,2,med,big,high,four
vhigh,low,2,high,small,low,four
vhigh,low,2,high,small,med,three
vhigh,low,2,high,small,high,three
vhigh,low,2,high,med,low,four
vhigh,low,2,high,med,med,four
vhigh,low,2,high,med,high,four
vhigh,low,2,high,big,low,four
vhigh,low,2,high,big,med,three
vhigh,low,2,high,big,high,four
vhigh,low,3,low,small,low,two
vhigh,low,3,low,small,med,one
vhigh,low,3,low,small,high,one
vhigh,low,3,low,med,low,two
vhigh,low,3,low,med,med,one
vhigh,low,3,low,med,high,one
vhigh,low,3,low,big,low,two
vhigh,low,3,low,big,med,one
vhigh,low,3,low,big,high,one
vhigh,low,3,med,small,low,two
vhigh,low,3,med,small,med,one
vhigh,low,3,med,small,high,two
vhigh,low,3,med,med,low,two
vhigh,low,3,med,med,med,one
vhigh,low,3,med,med,high,two
vhigh,low,3,med,big,low,two
vhigh,low,3,med,big,med,two
vhigh,low,3,med,big,high,two
vhigh,low,3,high,small,low,three
vhigh,low,3,high,small,med,three
vhigh,low,3,high,small,high,three
vhigh,low,3,high,med,low,three
vhigh,low,3,high,med,med,three
vhigh,low,3,high,med,high,three
vhigh,low,3,high,big,low,three
vhigh,low,3,high,big,med,three
vhigh,low,3,high,big,high,three
vhigh,low,4,low,small,low,four
vhigh,low,4,low,small,med,four
vhigh,low,4,low,small,high,four
vhigh,low,4,low,med,low,four
vhigh,low,4,low,med,med,four
vhigh,low,4,low,med,high,four
vhigh,low,4,low,big,low,four
vhigh,low,4,low,big,med,four
vhigh,low,4,low,big,high,four
vhigh,low,4,med,small,low,four
vhigh,low,4,med,small,med,four
vhigh,low,4,med,small,high,four
vhigh,low,4,med,med,low,four
vhigh,low,4,med,med,med,four
vhigh,low,4,med,med,high,four
vhigh,low,4,med,big,low,four
vhigh,low,4,med,big,med,four
vhigh,low,4,med,big,high,four
vhigh,low,4,high,small,low,four
vhigh,low,4,high,small,med,four
vhigh,low,4,high,small,high,four
vhigh,low,4,high,med,low,four
vhigh,low,4,high,med,med,four
vhigh,low,4,high,med,high,four
vhigh,low,4,high,big,low,four
vhigh,low,4,high,big,med,four
vhigh,low,4,high,big,high,four
vhigh,low,5,low,small,low,four
vhigh,low,5,low,small,med,four
vhigh,low,5,low,small,high,four
vhigh,low,5,low,med,low,four
vhigh,low,5,low,med,med,four
vhigh,low,5,low,med,high,four
vhigh,low,5,low,big,low,four
vhigh,low,5,low,big,med,four
vhigh,low,5,low,big,high,four
vhigh,low,5,med,small,low,four
vhigh,low,5,med,small,med,four
vhigh,low,5,med,small,high,four
vhigh,low,5,med,med,low,four
vhigh,low,5,med,med,med,four
vhigh,low,5,med,med,high,four
vhigh,low,5,med,big,low,four
vhigh,low,5,med,big,med,four
vhigh,low,5,med,big,high,four
vhigh,low,5,high,small,low,four
vhigh,low,5,high,small,med,four
vhigh,low,5,high,small,high,four
vhigh,low,5,high,med,low,four
vhigh,low,5,high,med,med,four
vhigh,low,5,high,med,high,four
vhigh,low,5,high,big,low,four
vhigh,low,5,high,big,med,four
vhigh,low,5,high,big,high,four
high,vhigh,2,low,small,low,two
high,vhigh,2,low,small,med,one
high,vhigh,2,low,small,high,one
high,vhigh,2,low,med,low,two
high,vhigh,2,low,med,med,one
high,vhigh,2,low,med,high,one
high,vhigh,2,low,big,low,two
high,vhigh,2,low,big,med,one
high,vhigh,2,low,big,high,one
high,vhigh,2,med,small,low,two
high,vhigh,2,med,small,med,one
high,vhigh,2,med,small,high,one
high,vhigh,2,med,med,low,one
high,vhigh,2,med,med,med,one
high,vhigh,2,med,med,high,one
high,vhigh,2,med,big,low,two
high,vhigh,2,med,big,med,one
high,vhigh,2,med,big,high,one
high,vhigh,2,high,small,low,three
high,vhigh,2,high,small,med,one
high,vhigh,2,high,small,high,three
high,vhigh,2,high,med,low,three
high,vhigh,2,high,med,med,three
high,vhigh,2,high,med,high,three
high,vhigh,2,high,big,low,three
high,vhigh,2,high,big,med,three
high,vhigh,2,high,big,high,three
high,vhigh,3,low,small,low,two
high,vhigh,3,low,small,med,one
high,vhigh,3,low,small,high,one
high,vhigh,3,low,med,low,one
high,vhigh,3,low,med,med,one
high,vhigh,3,low,med,high,one
high,vhigh,3,low,big,low,two
high,vhigh,3,low,big,med,one
high,vhigh,3,low,big,high,one
high,vhigh,3,med,small,low,two
high,vhigh,3,med,small,med,one
high,vhigh,3,med,small,high,one
high,vhigh,3,med,med,low,one
high,vhigh,3,med,med,med,one
high,vhigh,3,med,med,high,one
high,vhigh,3,med,big,low,two
high,vhigh,3,med,big,med,one
high,vhigh,3,med,big,high,one
high,vhigh,3,high,small,low,three
high,vhigh,3,high,small,med,one
high,vhigh,3,high,small,high,three
high,vhigh,3,high,med,low,three
high,vhigh,3,high,med,med,three
high,vhigh,3,high,med,high,three
high,vhigh,3,high,big,low,three
high,vhigh,3,high,big,med,three
high,vhigh,3,high,big,high,three
high,vhigh,4,low,small,low,two
high,vhigh,4,low,small,med,one
high,vhigh,4,low,small,high,one
high,vhigh,4,low,med,low,two
high,vhigh,4,low,med,med,one
high,vhigh,4,low,med,high,one
high,vhigh,4,low,big,low,one
high,vhigh,4,low,big,med,one
high,vhigh,4,low,big,high,one
high,vhigh,4,med,small,low,two
high,vhigh,4,med,small,med,one
high,vhigh,4,med,small,high,one
high,vhigh,4,med,med,low,two
high,vhigh,4,med,med,med,one
high,vhigh,4,med,med,high,one
high,vhigh,4,med,big,low,two
high,vhigh,4,med,big,med,one
high,vhigh,4,med,big,high,one
high,vhigh,4,high,small,low,three
high,vhigh,4,high,small,med,three
high,vhigh,4,high,small,high,three
high,vhigh,4,high,med,low,three
high,vhigh,4,high,med,med,three
high,vhigh,4,high,med,high,one
high,vhigh,4,high,big,low,one
high,vhigh,4,high,big,med,three
high,vhigh,4,high,big,high,three
high,vhigh,5,low,small,low,two
high,vhigh,5,low,small,med,one
high,vhigh,5,low,small,high,one
high,vhigh,5,low,med,low,two
high,vhigh,5,low,med,med,one
high,vhigh,5,low,med,high,one
high,vhigh,5,low,big,low,one
high,vhigh,5,low,big,med,one
high,vhigh,5,low,big,high,one
high,vhigh,5,med,small,low,two
high,vhigh,5,med,small,med,one
high,vhigh,5,med,small,high,one
high,vhigh,5,med,med,low,two
high,vhigh,5,med,med,med,one
high,vhigh,5,med,med,high,one
high,vhigh,5,med,big,low,two
high,vhigh,5,med,big,med,one
high,vhigh,5,med,big,high,one
high,vhigh,5,high,small,low,three
high,vhigh,5,high,small,med,three
high,vhigh,5,high,small,high,three
high,vhigh,5,high,med,low,three
high,vhigh,5,high,med,med,one
high,vhigh,5,high,med,high,three
high,vhigh,5,high,big,low,one
high,vhigh,5,high,big,med,three
high,vhigh,5,high,big,high,three
high,high,2,low,small,low,two
high,high,2,low,small,med,two
high,high,2,low,small,high,two
high,high,2,low,med,low,two
high,high,2,low,med,med,one
high,high,2,low,med,high,two
high,high,2,low,big,low,two
high,high,2,low,big,med,two
high,high,2,low,big,high,two
high,high,2,med,small,low,two
high,high,2,med,small,med,one
high,high,2,med,small,high,two
high,high,2,med,med,low,two
high,high,2,med,med,med,two
high,high,2,med,med,high,two
high,high,2,med,big,low,two
high,high,2,med,big,med,two
high,high,2,med,big,high,two
high,high,2,high,small,low,three
high,high,2,high,small,med,three
high,high,2,high,small,high,three
high,high,2,high,med,low,three
high,high,2,high,med,med,three
high,high,2,high,med,high,three
high,high,2,high,big,low,two
high,high,2,high,big,med,three
high,high,2,high,big,high,three
high,high,3,low,small,low,two
high,high,3,low,small,med,one
high,high,3,low,small,high,two
high,high,3,low,med,low,two
high,high,3,low,med,med,two
high,high,3,low,med,high,two
high,high,3,low,big,low,two
high,high,3,low,big,med,one
high,high,3,low,big,high,two
high,high,3,med,small,low,two
high,high,3,med,small,med,two
high,high,3,med,small,high,two
high,high,3,med,med,low,two
high,high,3,med,med,med,one
high,high,3,med,med,high,two
high,high,3,med,big,low,two
high,high,3,med,big,med,two
high,high,3,med,big,high,two
high,high,3,high,small,low,three
high,high,3,high,small,med,three
high,high,3,high,small,high,two
high,high,3,high,med,low,three
high,high,3,high,med,med,three
high,high,3,high,med,high,three
high,high,3,high,big,low,three
high,high,3,high,big,med,three
high,high,3,high,big,high,three
high,high,4,low,small,low,two
high,high,4,low,small,med,two
high,high,4,low,small,high,one
high,high,4,low,med,low,two
high,high,4,low,med,med,two
high,high,4,low,med,high,two
high,high,4,low,big,low,two
high,high,4,low,big,med,one
high,high,4,low,big,high,one
high,high,4,med,small,low,two
high,high,4,med,small,med,two
high,high,4,med,small,high,two
high,high,4,med,med,low,two
high,high,4,med,med,med,two
high,high,4,med,med,high,two
high,high,4,med,big,low,two
high,high,4,med,big,med,two
high,high,4,med,big,high,two
high,high,4,high,small,low,three
high,high,4,high,small,med,three
high,high,4,high,small,high,three
high,high,4,high,med,low,one
high,high,4,high,med,med,three
high,high,4,high,med,high,three
high,high,4,high,big,low,three
high,high,4,high,big,med,three
high,high,4,high,big,high,three
high,high,5,low,small,low,two
high,high,5,low,small,med,two
high,high,5,low,small,high,one
high,high,5,low,med,low,two
high,high,5,low,med,med,two
high,high,5,low,med,high,one
high,high,5,low,big,low,two
high,high,5,low,big,med,two
high,high,5,low,big,high,two
high,high,5,med,small,low,two
high,high,5,med,small,med,one
high,high,5,med,small,high,two
high,high,5,med,med,low,two
high,high,5,med,med,med,two
high,high,5,med,med,high,two
high,high,5,med,big,low,two
high,high,5,med,big,med,two
high,high,5,med,big,high,two
high,high,5,high,small,low,three
high,high,5,high,small,med,three
high,high,5,high,small,high,three
high,high,5,high,med,low,three
high,high,5,high,med,med,three
high,high,5,high,med,high,three
high,high,5,high,big,low,three
high,high,5,high,big,med,three
high,high,5,high,big,high,three
high,med,2,low,small,low,three
high,med,2,low,small,med,one
high,med,2,low,small,high,three
high,med,2,low,med,low,three
high,med,2,low,med,med,three
high,med,2,low,med,high,three
high,med,2,low,big,low,three
high,med,2,low,big,med,one
high,med,2,low,big,high,three
high,med,2,med,small,low,three
high,med,2,med,small,med,three
high,med,2,med,small,high,three
high,med,2,med,med,low,one
high,med,2,med,med,med,three
high,med,2,med,med,high,three
high,med,2,med,big,low,three
high,med,2,med,big,med,three
high,med,2,med,big,high,three
high,med,2,high,small,low,three
high,med,2,high,small,med,three
high,med,2,high,small,high,three
high,med,2,high,med,low,three
high,med,2,high,med,med,three
high,med,2,high,med,high,three
high,med,2,high,big,low,three
high,med,2,high,big,med,three
high,med,2,high,big,high,three
high,med,3,low,small,low,two
high,med,3,low,small,med,one
high,med,3,low,small,high,one
high,med,3,low,med,low,two
high,med,3,low,med,med,one
high,med,3,low,med,high,one
high,med,3,low,big,low,one
high,med,3,low,big,med,one
high,med,3,low,big,high,one
high,med,3,med,small,low,two
high,med,3,med,small,med,one
high,med,3,med,small,high,two
high,med,3,med,med,low,two
high,med,3,med,med,med,one
high,med,3,med,med,high,two
high,med,3,med,big,low,two
high,med,3,med,big,med,two
high,med,3,med,big,high,two
high,med,3,high,small,low,three
high,med,3,high,small,med,three
high,med,3,high,small,high,three
high,med,3,high,med,low,three
high,med,3,high,med,med,three
high,med,3,high,med,high,three
high,med,3,high,big,low,three
high,med,3,high,big,med,three
high,med,3,high,big,high,three
high,med,4,low,small,low,two
high,med,4,low,small,med,one
high,med,4,low,small,high,one
high,med,4,low,med,low,two
high,med,4,low,med,med,one
high,med,4,low,med,high,one
high,med,4,low,big,low,two
high,med,4,low,big,med,one
high,med,4,low,big,high,one
high,med,4,med,small,low,one
high,med,4,med,small,med,one
high,med,4,med,small,high,two
high,med,4,med,med,low,two
high,med,4,med,med,med,two
high,med,4,med,med,high,two
high,med,4,med,big,low,two
high,med,4,med,big,med,two
high,med,4,med,big,high,two
high,med,4,high,small,low,three
high,med,4,high,small,med,one
high,med,4,high,small,high,three
high,med,4,high,med,low,one
high,med,4,high,med,med,three
high,med,4,high,med,high,two
high,med,4,high,big,low,three
high,med,4,high,big,med,three
high,med,4,high,big,high,two
high,med,5,low,small,low,one
high,med,5,low,small,med,one
high,med,5,low,small,high,one
high,med,5,low,med,low,two
high,med,5,low,med,med,one
high,med,5,low,med,high,one
high,med,5,low,big,low,two
high,med,5,low,big,med,one
high,med,5,low,big,high,one
high,med,5,med,small,low,two
high,med,5,med,small,med,one
high,med,5,med,small,high,two
high,med,5,med,med,low,two
high,med,5,med,med,med,two
high,med,5,med,med,high,two
high,med,5,med,big,low,two
high,med,5,med,big,med,two
high,med,5,med,big,high,two
high,med,5,high,small,low,one
high,med,5,high,small,med,three
high,med,5,high,small,high,two
high,med,5,high,med,low,three
high,med,5,high,med,med,two
high,med,5,high,med,high,three
high,med,5,high,big,low,one
high,med,5,high,big,med,three
high,med,5,high,big,high,three
high,low,2,low,small,low,four
high,low,2,low,small,med,four
high,low,2,low,small,high,four
high,low,2,low,med,low,four
high,low,2,low,med,med,four
high,low,2,low,med,high,four
high,low,2,low,big,low,four
high,low,2,low,big,med,four
high,low,2,low,big,high,three
high,low,2,med,small,low,three
high,low,2,med,small,med,four
high,low,2,med,small,high,four
high,low,2,med,med,low,four
high,low,2,med,med,med,four
high,low,2,med,med,high,four
high,low,2,med,big,low,four
high,low,2,med,big,med,four
high,low,2,med,big,high,four
high,low,2,high,small,low,four
high,low,2,high,small,med,four
high,low,2,high,small,high,four
high,low,2,high,med,low,four
high,low,2,high,med,med,four
high,low,2,high,med,high,four
high,low,2,high,big,low,four
high,low,2,high,big,med,four
high,low,2,high,big,high,four
high,low,3,low,small,low,two
high,low,3,low,small,med,one
high,low,3,low,small,high,one
high,low,3,low,med,low,two
high,low,3,low,med,med,one
high,low,3,low,med,high,one
high,low,3,low,big,low,two
high,low,3,low,big,med,one
high,low,3,low,big,high,one
high,low,3,med,small,low,two
high,low,3,med,small,med,one
high,low,3,med,small,high,two
high,low,3,med,med,low,one
high,low,3,med,med,med,one
high,low,3,med,med,high,two
high,low,3,med,big,low,two
high,low,3,med,big,med,two
high,low,3,med,big,high,two
high,low,3,high,small,low,three
high,low,3,high,small,med,three
high,low,3,high,small,high,three
high,low,3,high,med,low,one
high,low,3,high,med,med,three
high,low,3,high,med,high,three
high,low,3,high,big,low,three
high,low,3,high,big,med,three
high,low,3,high,big,high,three
high,low,4,low,small,low,four
high,low,4,low,small,med,four
high,low,4,low,small,high,four
high,low,4,low,med,low,four
high,low,4,low,med,med,four
high,low,4,low,med,high,four
high,low,4,low,big,low,four
high,low,4,low,big,med,four
high,low,4,low,big,high,four
high,low,4,med,small,low,four
high,low,4,med,small,med,four
high,low,4,med,small,high,four
high,low,4,med,med,low,four
high,low,4,med,med,med,four
high,low,4,med,med,high,four
high,low,4,med,big,low,four
high,low,4,med,big,med,four
high,low,4,med,big,high,four
high,low,4,high,small,low,four
high,low,4,high,small,med,four
high,low,4,high,small,high,four
high,low,4,high,med,low,four
high,low,4,high,med,med,four
high,low,4,high,med,high,four
high,low,4,high,big,low,four
high,low,4,high,big,med,four
high,low,4,high,big,high,four
high,low,5,low,small,low,four
high,low,5,low,small,med,four
high,low,5,low,small,high,four
high,low,5,low,med,low,four
high,low,5,low,med,med,four
high,low,5,low,med,high,four
high,low,5,low,big,low,four
high,low,5,low,big,med,four
high,low,5,low,big,high,four
high,low,5,med,small,low,four
high,low,5,med,small,med,four
high,low,5,med,small,high,four
high,low,5,med,med,low,four
high,low,5,med,med,med,four
high,low,5,med,med,high,four
high,low,5,med,big,low,four
high,low,5,med,big,med,four
high,low,5,med,big,high,four
high,low,5,high,small,low,four
high,low,5,high,small,med,four
high,low,5,high,small,high,four
high,low,5,high,med,low,four
high,low,5,high,med,med,four
high,low,5,high,med,high,four
high,low,5,high,big,low,four
